"","id","type","continuous","order","block","state_num","rev","c","state_A","mo_A","sc_A","ua_A","pd_A","ad_A","state_B","mo_B","sc_B","ua_B","pd_B","ad_B","mo2","mo3","mo4","mo5","sc2","sc3","sc4","sc5","ua2","ua3","ua4","ua5","pd2","pd3","pd4","pd5","ad2","ad3","ad4","ad5","d_mo2","d_mo3","d_mo4","d_mo5","d_sc2","d_sc3","d_sc4","d_sc5","d_ua2","d_ua3","d_ua4","d_ua5","d_pd2","d_pd3","d_pd4","d_pd5","d_ad2","d_ad3","d_ad4","d_ad5"
"9449",25,"TTO",1,5,8,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9450",282,"TTO",1,7,4,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9451",933,"TTO",1,10,3,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9452",380,"TTO",1,11,9,55555,0,0.550000011920929,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9453",577,"TTO",1,7,7,55555,0,1,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9454",134,"TTO",1,11,5,55555,0,1.5,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9455",978,"TTO",1,10,3,55555,0,0.799999997019768,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9456",720,"TTO",1,10,6,55555,0,0.399999976158142,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9457",305,"TTO",1,3,9,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9458",868,"TTO",1,4,1,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9459",17,"TTO",1,10,8,55555,0,0.899999998509884,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9460",320,"TTO",1,8,4,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9461",37,"TTO",1,6,8,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9462",406,"TTO",1,5,10,55555,0,1.89999997615814,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9463",489,"TTO",1,8,10,55555,0,0.5,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9464",299,"TTO",1,11,9,55555,0,1,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9465",642,"TTO",1,6,7,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9466",833,"TTO",1,3,1,55555,0,0.799999997019768,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9467",116,"TTO",1,4,8,55555,0,1.60000002384186,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9468",536,"TTO",1,4,2,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9469",966,"TTO",1,9,3,55555,0,0.699999988079071,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9470",522,"TTO",1,2,7,55555,0,0.699999988079071,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9471",837,"TTO",1,5,1,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9472",448,"TTO",1,11,10,55555,0,1.69999998807907,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9473",509,"TTO",1,9,2,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9474",707,"TTO",1,7,6,55555,0,0.399999976158142,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9475",35,"TTO",1,3,5,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9476",331,"TTO",1,10,9,55555,0,1.69999998807907,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9477",470,"TTO",1,9,10,55555,0,0.699999988079071,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9478",939,"TTO",1,8,3,55555,0,1.80000001192093,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9479",360,"TTO",1,3,4,55555,0,1.60000002384186,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9480",60,"TTO",1,9,5,55555,0,1.69999998807907,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9481",948,"TTO",1,6,3,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9482",859,"TTO",1,6,1,55555,0,1.30000001192093,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9483",8,"TTO",1,3,5,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9484",82,"TTO",1,10,8,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9485",595,"TTO",1,2,7,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9486",34,"TTO",1,2,8,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9487",725,"TTO",1,2,6,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9488",763,"TTO",1,10,6,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9489",408,"TTO",1,4,10,55555,0,1.5,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9490",59,"TTO",1,3,8,55555,0,1,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9491",137,"TTO",1,8,5,55555,0,1.30000001192093,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9492",565,"TTO",1,2,7,55555,0,1.80000001192093,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9493",384,"TTO",1,11,9,55555,0,1.5,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9494",203,"TTO",1,2,4,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9495",504,"TTO",1,9,2,55555,0,0.599999994039536,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9496",963,"TTO",1,11,3,55555,0,0.050000011920929,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9497",190,"TTO",1,4,9,55555,0,0.399999976158142,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9498",343,"TTO",1,2,9,55555,0,1.15000000596046,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9499",574,"TTO",1,3,2,55555,0,0.949999999254942,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9500",10,"TTO",1,5,5,55555,0,0.5,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9501",658,"TTO",1,2,7,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9502",243,"TTO",1,4,4,55555,0,0.699999988079071,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9503",584,"TTO",1,2,2,55555,0,0.699999988079071,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9504",465,"TTO",1,11,10,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9505",711,"TTO",1,6,6,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9506",120,"TTO",1,8,8,55555,0,1,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9507",98,"TTO",1,11,8,55555,0,0.799999997019768,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9508",694,"TTO",1,8,6,55555,0,0.5,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9509",540,"TTO",1,6,2,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9510",213,"TTO",1,8,9,55555,0,0.899999998509884,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9511",621,"TTO",1,10,2,55555,0,1,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9512",919,"TTO",1,6,3,55555,0,1.25,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9513",713,"TTO",1,8,6,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9514",857,"TTO",1,7,1,55555,0,0.799999997019768,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9515",265,"TTO",1,3,9,55555,0,1.60000002384186,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9516",770,"TTO",1,5,6,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9517",290,"TTO",1,10,4,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9518",698,"TTO",1,10,6,55555,0,1,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9519",878,"TTO",1,8,1,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9520",180,"TTO",1,3,4,55555,0,1.80000001192093,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9521",365,"TTO",1,6,9,55555,0,1.05000000074506,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9522",605,"TTO",1,9,2,55555,0,0.949999999254942,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9523",907,"TTO",1,4,3,55555,0,1.69999998807907,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9524",803,"TTO",1,9,1,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9525",231,"TTO",1,9,4,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9526",799,"TTO",1,3,1,55555,0,0.599999994039536,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9527",113,"TTO",1,3,8,55555,0,1.69999998807907,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9528",738,"TTO",1,2,6,55555,0,1.69999998807907,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9529",827,"TTO",1,6,1,55555,0,0.899999998509884,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9530",761,"TTO",1,3,6,55555,0,0.199999988079071,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9531",143,"TTO",1,11,5,55555,0,1,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9532",500,"TTO",1,11,2,55555,0,0.699999988079071,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9533",64,"TTO",1,11,8,55555,0,0.899999998509884,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9534",571,"TTO",1,4,2,55555,0,0.799999997019768,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9535",964,"TTO",1,11,3,55555,0,1,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9536",467,"TTO",1,9,10,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9537",866,"TTO",1,10,1,55555,0,0.899999998509884,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9538",11,"TTO",1,4,5,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9539",436,"TTO",1,8,10,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9540",256,"TTO",1,9,4,55555,0,1,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9541",665,"TTO",1,6,2,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9542",911,"TTO",1,3,3,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9543",311,"TTO",1,5,9,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9544",446,"TTO",1,2,10,55555,0,1.60000002384186,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9545",63,"TTO",1,9,8,55555,0,0.949999999254942,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9546",645,"TTO",1,7,7,55555,0,2,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9547",229,"TTO",1,5,9,55555,0,0.5,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9548",714,"TTO",1,8,6,55555,0,1,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9549",611,"TTO",1,4,7,55555,0,1,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9550",926,"TTO",1,5,3,55555,0,1.55000001192093,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9551",153,"TTO",1,2,8,55555,0,1.60000002384186,55555,5,5,5,5,5,11111,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
